RowName,NameValue,bFeminine,bMasculine,Population,EthnicGroups
antonia_49,Antonia,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
antonio_50,Antonio,False,True,0.018,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
aoi_51,Aoi,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
aponi_52,Aponi,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
aponi_53,Aponi,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
ariel_54,Ariel,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
armando_55,Armando,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
arturo_56,Arturo,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
ashley_57,Ashley,True,False,0.017,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
asuka_58,Asuka,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
awena_59,Awena,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
aya_60,Aya,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
ayako_61,Ayako,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
ayumi_62,Ayumi,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
barbara_63,Barbara,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
beatriz_64,Beatriz,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
benjamin_65,Benjamin,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
benjamin_66,Benjamin,False,True,0.017,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
betty_67,Betty,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
blake_68,Blake,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
blake_69,Blake,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
brandon_70,Brandon,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
brandon_71,Brandon,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
brenda_72,Brenda,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
brian_73,Brian,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
brian_74,Brian,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
caleb_75,Caleb,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
cameron_76,Cameron,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
cameron_77,Cameron,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
cameron_78,Cameron,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
carlos_79,Carlos,False,True,0.021,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
carmen_80,Carmen,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
carol_81,Carol,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
carolina_82,Carolina,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
casey_83,Casey,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
casey_84,Casey,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
charles_85,Charles,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
charles_86,Charles,False,True,0.02,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
chaska_87,Chaska,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
chaska_88,Chaska,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
chayton_89,Chayton,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
chayton_90,Chayton,False,True,0.018,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
chayton_91,Chayton,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
chenoa_92,Chenoa,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
chris_93,Chris,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
chris_94,Chris,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
christian_95,Christian,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
christina_96,Christina,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
christopher_97,Christopher,False,True,0.017,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
christopher_98,Christopher,False,True,0.021,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
claudia_99,Claudia,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
corey_100,Corey,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
corey_101,Corey,True,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
cynthia_102,Cynthia,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
daiki_103,Daiki,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
dakota_104,Dakota,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
dakota_105,Dakota,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
dakota_106,Dakota,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
dakota_107,Dakota,True,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
daniel_108,Daniel,False,True,0.02,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
daniela_109,Daniela,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
dasan_110,Dasan,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
david_111,David,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
david_112,David,False,True,0.022,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
deborah_113,Deborah,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
dennis_114,Dennis,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
dennis_115,Dennis,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
devon_116,Devon,True,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
diego_117,Diego,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
donald_118,Donald,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
donna_119,Donna,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
doris_120,Doris,True,False,0.006,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
dyani_121,Dyani,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
eduardo_122,Eduardo,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
edward_123,Edward,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
edward_124,Edward,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
eetu_125,Eetu,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
elan_126,Elan,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
elena_127,Elena,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
elijah_128,Elijah,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
elizabeth_129,Elizabeth,True,False,0.017,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
elu_130,Elu,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
elu_131,Elu,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
elu_132,Elu,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
emi_133,Emi,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
emilio_134,Emilio,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
emily_135,Emily,True,False,0.018,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
emma_136,Emma,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
enola_137,Enola,True,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
enrique_138,Enrique,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
eric_139,Eric,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
eric_140,Eric,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
ernesto_141,Ernesto,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
felipe_142,Felipe,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
fernando_143,Fernando,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
flor_144,Flor,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
frances_145,Frances,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
francisca_146,Francisca,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
francisco_147,Francisco,False,True,0.017,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
frank_148,Frank,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
frank_149,Frank,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
fumi_150,Fumi,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
fumiko_151,Fumiko,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
fumio_152,Fumio,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
gabriel_153,Gabriel,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
gabriel_154,Gabriel,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
gabriela_155,Gabriela,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
gary_156,Gary,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
gary_157,Gary,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
george_158,George,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
gloria_159,Gloria,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.Hispanic""),(TagName=""Game.Character.Race.White"")))"
grace_160,Grace,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
gregory_161,Gregory,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
gregory_162,Gregory,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
guadalupe_163,Guadalupe,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
guillermo_164,Guillermo,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
hakan_165,Hakan,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
hale_166,Hale,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
halia_167,Halia,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
halian_168,Halian,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
halian_169,Halian,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
haruka_170,Haruka,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
haruka_171,Haruka,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
haruki_172,Haruki,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
haruto_173,Haruto,False,True,0.018,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
hayden_174,Hayden,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
hayden_175,Hayden,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
hikaru_176,Hikaru,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
hina_177,Hina,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
hinano_178,Hinano,True,False,0.017,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
hiroshi_179,Hiroshi,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
hitomi_180,Hitomi,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
hoku_181,Hoku,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
hoku_182,Hoku,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
hosanna_183,Hosanna,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
hotah_184,Hotah,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
ia_185,Ia,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
ichiro_186,Ichiro,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
ilima_187,Ilima,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
iolana_188,Iolana,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
ipo_189,Ipo,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
ipo_190,Ipo,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
isabel_191,Isabel,True,False,0.017,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
isaiah_192,Isaiah,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
isamu_193,Isamu,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
isi_194,Isi,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
isi_195,Isi,True,False,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
ismael_196,Ismael,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
israel_197,Israel,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
jack_198,Jack,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
jack_199,Jack,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
jacob_200,Jacob,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
jacob_201,Jacob,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
jacy_202,Jacy,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
jaden_203,Jaden,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
jaden_204,Jaden,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
jaime_205,Jaime,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
james_206,James,False,True,0.02,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
jamie_207,Jamie,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
jamie_208,Jamie,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
jared_209,Jared,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
jason_210,Jason,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
jason_211,Jason,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
javier_212,Javier,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
jeffrey_213,Jeffrey,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
jeffrey_214,Jeffrey,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
jennifer_215,Jennifer,True,False,0.021,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
jeremy_216,Jeremy,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
jerry_217,Jerry,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
jerry_218,Jerry,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
jesse_219,Jesse,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.Hispanic"")))"
jesse_220,Jesse,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
jessica_221,Jessica,True,False,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
jesus_222,Jesus,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
jin_223,Jin,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
jiro_224,Jiro,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
john_225,John,False,True,0.018,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
jolon_226,Jolon,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
jonathan_227,Jonathan,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
jonathan_228,Jonathan,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
jordan_229,Jordan,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
jordan_230,Jordan,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
jorge_231,Jorge,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
jose_232,Jose,False,True,0.022,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
joseph_233,Joseph,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
joseph_234,Joseph,False,True,0.018,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
joshua_235,Joshua,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
juan_236,Juan,False,True,0.02,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
juana_237,Juana,True,False,0.021,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
judy_238,Judy,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
julia_239,Julia,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
julio_240,Julio,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
jun_241,Jun,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
justin_242,Justin,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
justin_243,Justin,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
kai_244,Kai,False,True,0.018,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
kai_245,Kai,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican""),(TagName=""Game.Character.Race.PacificIslander"")))"
kaimana_246,Kaimana,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
kainoa_247,Kainoa,False,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
kaipo_248,Kaipo,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
kaito_249,Kaito,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
kaiwi_250,Kaiwi,True,True,0.01,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
kalani_251,Kalani,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
kalea_252,Kalea,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
kaleo_253,Kaleo,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
kamana_254,Kamana,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
kangee_255,Kangee,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
